,people_ID,Infect_Prob
0,5942,80.42353813754386
1,18664,81.94940580321946
2,5603,84.20187711921679
3,5649,67.19935170168861
4,5099,68.87054009742857
5,18749,76.93584061599962
6,5228,65.01954075072346
7,5559,73.08484126929453
8,5220,79.33363266206129
9,5476,84.34719784928113
10,5260,79.98757594735083
11,17638,79.69693448722214
12,18635,72.64887907910149
13,18794,65.38284257588433
14,5263,64.72889929059478
15,17680,62.912390164790494
16,18030,77.08116134606396
17,18090,83.4026131038629
18,18455,74.24740710980927
19,18155,74.82869003006664
20,18116,75.40997295032402
21,18144,67.70797425691381
22,5218,63.421012720015696
23,5386,79.47895339212563
24,18105,76.64519915587093
25,5735,73.37548272942321
26,5900,77.15382171109613
27,18391,61.53184322917923
28,5786,81.3681228829621
29,18639,68.14393644710685
30,17984,84.05655638915245
31,18274,63.49367308504787
32,5425,66.03678586117387
33,6076,65.4555029409165
34,18545,82.09472653328382
35,17697,66.03678586117387
36,6137,83.11197164373422
37,6083,67.70797425691381
38,17730,74.32006747484144
39,5896,79.62427412218997
40,18906,83.76591492902375
41,17808,69.96044557291114
42,6078,64.51091819549826
43,5516,65.74614440104519
44,18093,83.98389602412027
45,6120,78.60702901173957
46,18154,61.6045035942114
47,17935,70.75970958826503
48,18769,78.24372718657871
49,18264,73.08484126929453
50,18076,82.60334908850902
51,18035,72.06759615884413
52,18051,76.13657660064574
53,18676,81.58610397805862
54,5332,63.85697491020872
55,5898,84.85582040450633
56,18370,80.3508777725117
57,17706,63.421012720015696
58,5198,70.54172849316852
59,18360,60.87789994388969
60,18240,75.33731258529184
61,18691,73.30282236439103
62,5768,79.47895339212563
63,18315,81.15014178786558
64,18776,80.78683996270472
65,6225,64.6562389255626
66,17983,71.3409925085224
67,17973,81.00482105780124
68,5805,69.23384192258942
69,5500,65.31018221085216
70,5305,68.14393644710685
71,18243,83.11197164373422
72,5169,69.96044557291114
73,5258,82.60334908850902
74,17810,61.16854140401837
75,5714,84.63783930940983
76,6070,68.50723827226771
77,5959,66.90871024155993
78,18771,83.54793383392725
79,17765,81.44078324799426
80,18822,64.51091819549826
81,17735,76.86318025096745
82,17966,69.8151248428468
83,18861,69.96044557291114
84,18236,62.47642797459746
85,18750,80.3508777725117
86,17809,75.11933149019534
87,6049,62.912390164790494
88,18465,67.85329498697817
89,6201,77.58978390128917
90,18877,62.985050529822665
91,5087,82.74866981857335
92,17742,73.44814309445539
93,17941,69.08852119252508
94,18421,68.7978797323964
95,18489,69.45182301768594
96,6299,82.67600945354118
97,18428,61.67716395924357
98,5563,82.31270762838032
99,18796,66.03678586117387
100,5849,61.67716395924357
101,5661,63.421012720015696
102,5893,73.59346382451973
103,5378,84.27453748424895
104,5622,65.01954075072346
105,5823,84.41985821431331
106,18521,71.70429433368326
107,5502,79.98757594735083
108,18785,79.91491558231866
109,17783,74.1747467447771
110,18424,60.29661702363231
111,18147,75.4826333153562
112,18881,83.32995273883073
113,18851,84.63783930940983
114,17686,66.61806878143125
115,5100,68.43457790723554
116,5213,67.19935170168861
117,18252,66.98137060659211
118,5576,73.23016199935887
119,18050,76.7178595209031
120,5875,68.2892571771712
121,6059,77.58978390128917
122,18599,63.130371259887006
123,5173,84.85582040450633
124,5461,74.53804856993796
125,5151,77.15382171109613
126,5266,71.63163396865109
127,5514,74.46538820490579
128,5224,72.35823761897281
